inning,half,score_diff,outs,base_state,wp
3,top,1,2,1,0.5715
3,top,1,2,2,0.5715
3,top,1,2,3,0.5764
3,top,1,2,4,0.5715
3,top,1,2,5,0.5764
3,top,1,2,6,0.5764
3,top,1,2,7,0.5813
3,top,2,0,0,0.6708
3,top,2,0,1,0.6752
3,top,2,0,2,0.6752
3,top,2,0,3,0.6796
3,top,2,0,4,0.6752
3,top,2,0,5,0.6796
3,top,2,0,6,0.6796
3,top,2,0,7,0.684
3,top,2,1,0,0.6597
3,top,2,1,1,0.6642
3,top,2,1,2,0.6642
3,top,2,1,3,0.6686
3,top,2,1,4,0.6642
3,top,2,1,5,0.6686
3,top,2,1,6,0.6686
3,top,2,1,7,0.673
3,top,2,2,0,0.6484
3,top,2,2,1,0.6529
3,top,2,2,2,0.6529
3,top,2,2,3,0.6575
3,top,2,2,4,0.6529
3,top,2,2,5,0.6575
3,top,2,2,6,0.6575
3,top,2,2,7,0.662
3,top,3,0,0,0.7373
3,top,3,0,1,0.7412
3,top,3,0,2,0.7412
3,top,3,0,3,0.745
3,top,3,0,4,0.7412
3,top,3,0,5,0.745
3,top,3,0,6,0.745
3,top,3,0,7,0.7488
3,top,3,1,0,0.7275
3,top,3,1,1,0.7315
3,top,3,1,2,0.7315
3,top,3,1,3,0.7354
3,top,3,1,4,0.7315
3,top,3,1,5,0.7354
3,top,3,1,6,0.7354
3,top,3,1,7,0.7392
3,top,3,2,0,0.7175
3,top,3,2,1,0.7215
3,top,3,2,2,0.7215
3,top,3,2,3,0.7255
3,top,3,2,4,0.7215
3,top,3,2,5,0.7255
3,top,3,2,6,0.7255
3,top,3,2,7,0.7295
3,top,4,0,0,0.7905
3,top,4,0,1,0.7938
3,top,4,0,2,0.7938
3,top,4,0,3,0.7971
3,top,4,0,4,0.7938
3,top,4,0,5,0.7971
3,top,4,0,6,0.7971
3,top,4,0,7,0.8003
3,top,4,1,0,0.7821
3,top,4,1,1,0.7855
3,top,4,1,2,0.7855
3,top,4,1,3,0.7888
3,top,4,1,4,0.7855
3,top,4,1,5,0.7888
3,top,4,1,6,0.7888
3,top,4,1,7,0.7922
3,top,4,2,0,0.7735
3,top,4,2,1,0.777
3,top,4,2,2,0.777
3,top,4,2,3,0.7804
3,top,4,2,4,0.777
3,top,4,2,5,0.7804
3,top,4,2,6,0.7804
3,top,4,2,7,0.7838
3,top,5,0,0,0.832
3,top,5,0,1,0.8348
3,top,5,0,2,0.8348
3,top,5,0,3,0.8375
3,top,5,0,4,0.8348
3,top,5,0,5,0.8375
3,top,5,0,6,0.8375
3,top,5,0,7,0.8402
3,top,5,1,0,0.8249
3,top,5,1,1,0.8278
3,top,5,1,2,0.8278
3,top,5,1,3,0.8306
3,top,5,1,4,0.8278
3,top,5,1,5,0.8306
3,top,5,1,6,0.8306
3,top,5,1,7,0.8334
3,top,5,2,0,0.8176
3,top,5,2,1,0.8205
3,top,5,2,2,0.8205
3,top,5,2,3,0.8235
3,top,5,2,4,0.8205
3,top,5,2,5,0.8235
3,top,5,2,6,0.8235
3,top,5,2,7,0.8264
3,top,6,0,0,0.8639
3,top,6,0,1,0.8662
3,top,6,0,2,0.8662
3,top,6,0,3,0.8685
3,top,6,0,4,0.8662
3,top,6,0,5,0.8685
3,top,6,0,6,0.8685
3,top,6,0,7,0.8708
3,top,6,1,0,0.8579
3,top,6,1,1,0.8603
3,top,6,1,2,0.8603
3,top,6,1,3,0.8627
3,top,6,1,4,0.8603
3,top,6,1,5,0.8627
3,top,6,1,6,0.8627
3,top,6,1,7,0.8651
3,top,6,2,0,0.8517
3,top,6,2,1,0.8542
3,top,6,2,2,0.8542
3,top,6,2,3,0.8567
3,top,6,2,4,0.8542
3,top,6,2,5,0.8567
3,top,6,2,6,0.8567
3,top,6,2,7,0.8591
3,top,7,0,0,0.8882
3,top,7,0,1,0.8901
3,top,7,0,2,0.8901
3,top,7,0,3,0.8921
3,top,7,0,4,0.8901
3,top,7,0,5,0.8921
3,top,7,0,6,0.8921
3,top,7,0,7,0.894
3,top,7,1,0,0.8831
3,top,7,1,1,0.8851
3,top,7,1,2,0.8851
3,top,7,1,3,0.8872
3,top,7,1,4,0.8851
3,top,7,1,5,0.8872
3,top,7,1,6,0.8872
3,top,7,1,7,0.8891
3,top,7,2,0,0.8778
3,top,7,2,1,0.88
3,top,7,2,2,0.88
3,top,7,2,3,0.8821
3,top,7,2,4,0.88
3,top,7,2,5,0.8821
3,top,7,2,6,0.8821
3,top,7,2,7,0.8841
3,top,8,0,0,0.9065
3,top,8,0,1,0.9082
3,top,8,0,2,0.9082
3,top,8,0,3,0.9099
3,top,8,0,4,0.9082
3,top,8,0,5,0.9099
3,top,8,0,6,0.9099
3,top,8,0,7,0.9115
3,top,8,1,0,0.9022
3,top,8,1,1,0.904
3,top,8,1,2,0.904
3,top,8,1,3,0.9057
3,top,8,1,4,0.904
3,top,8,1,5,0.9057
3,top,8,1,6,0.9057
3,top,8,1,7,0.9074
3,top,8,2,0,0.8977
3,top,8,2,1,0.8995
3,top,8,2,2,0.8995
3,top,8,2,3,0.9013
3,top,8,2,4,0.8995
3,top,8,2,5,0.9013
3,top,8,2,6,0.9013
3,top,8,2,7,0.9031
3,top,9,0,0,0.9204
3,top,9,0,1,0.9219
3,top,9,0,2,0.9219
3,top,9,0,3,0.9233
3,top,9,0,4,0.9219
3,top,9,0,5,0.9233
3,top,9,0,6,0.9233
3,top,9,0,7,0.9247
3,top,9,1,0,0.9167
3,top,9,1,1,0.9182
3,top,9,1,2,0.9182
3,top,9,1,3,0.9197
3,top,9,1,4,0.9182
3,top,9,1,5,0.9197
3,top,9,1,6,0.9197
3,top,9,1,7,0.9211
3,top,9,2,0,0.9128
3,top,9,2,1,0.9144
3,top,9,2,2,0.9144
3,top,9,2,3,0.9159
3,top,9,2,4,0.9144
3,top,9,2,5,0.9159
3,top,9,2,6,0.9159
3,top,9,2,7,0.9174
3,top,10,0,0,0.9309
3,top,10,0,1,0.9321
3,top,10,0,2,0.9321
3,top,10,0,3,0.9334
3,top,10,0,4,0.9321
3,top,10,0,5,0.9334
3,top,10,0,6,0.9334
3,top,10,0,7,0.9346
3,top,10,1,0,0.9276
3,top,10,1,1,0.9289
3,top,10,1,2,0.9289
3,top,10,1,3,0.9302
3,top,10,1,4,0.9289
3,top,10,1,5,0.9302
3,top,10,1,6,0.9302
3,top,10,1,7,0.9315
3,top,10,2,0,0.9241
3,top,10,2,1,0.9255
3,top,10,2,2,0.9255
3,top,10,2,3,0.9269
3,top,10,2,4,0.9255
3,top,10,2,5,0.9269
3,top,10,2,6,0.9269
3,top,10,2,7,0.9282
3,bottom,-10,0,0,0.0067
3,bottom,-10,0,1,0.0068
3,bottom,-10,0,2,0.0068
3,bottom,-10,0,3,0.007
3,bottom,-10,0,4,0.0068
3,bottom,-10,0,5,0.007
3,bottom,-10,0,6,0.007
3,bottom,-10,0,7,0.0071
3,bottom,-10,1,0,0.0064
3,bottom,-10,1,1,0.0065
3,bottom,-10,1,2,0.0065
3,bottom,-10,1,3,0.0066
3,bottom,-10,1,4,0.0065
3,bottom,-10,1,5,0.0066
3,bottom,-10,1,6,0.0066
3,bottom,-10,1,7,0.0068
3,bottom,-10,2,0,0.0061
3,bottom,-10,2,1,0.0062
3,bottom,-10,2,2,0.0062
3,bottom,-10,2,3,0.0063
3,bottom,-10,2,4,0.0062
3,bottom,-10,2,5,0.0063
3,bottom,-10,2,6,0.0063
3,bottom,-10,2,7,0.0064
3,bottom,-9,0,0,0.0122
3,bottom,-9,0,1,0.0125
3,bottom,-9,0,2,0.0125
3,bottom,-9,0,3,0.0127
3,bottom,-9,0,4,0.0125
3,bottom,-9,0,5,0.0127
3,bottom,-9,0,6,0.0127
3,bottom,-9,0,7,0.013
3,bottom,-9,1,0,0.0116
3,bottom,-9,1,1,0.0119
3,bottom,-9,1,2,0.0119
3,bottom,-9,1,3,0.0121
3,bottom,-9,1,4,0.0119
3,bottom,-9,1,5,0.0121
3,bottom,-9,1,6,0.0121
3,bottom,-9,1,7,0.0123
3,bottom,-9,2,0,0.0111
3,bottom,-9,2,1,0.0113
3,bottom,-9,2,2,0.0113
3,bottom,-9,2,3,0.0115
3,bottom,-9,2,4,0.0113
3,bottom,-9,2,5,0.0115
3,bottom,-9,2,6,0.0115
3,bottom,-9,2,7,0.0118
3,bottom,-8,0,0,0.0217
3,bottom,-8,0,1,0.0221
3,bottom,-8,0,2,0.0221
3,bottom,-8,0,3,0.0226
3,bottom,-8,0,4,0.0221
3,bottom,-8,0,5,0.0226
3,bottom,-8,0,6,0.0226
3,bottom,-8,0,7,0.023
3,bottom,-8,1,0,0.0207
3,bottom,-8,1,1,0.0211
3,bottom,-8,1,2,0.0211
3,bottom,-8,1,3,0.0215
3,bottom,-8,1,4,0.0211
3,bottom,-8,1,5,0.0215
3,bottom,-8,1,6,0.0215
3,bottom,-8,1,7,0.0219
3,bottom,-8,2,0,0.0197
3,bottom,-8,2,1,0.0201
3,bottom,-8,2,2,0.0201
3,bottom,-8,2,3,0.0205
3,bottom,-8,2,4,0.0201
3,bottom,-8,2,5,0.0205
3,bottom,-8,2,6,0.0205
3,bottom,-8,2,7,0.0209
3,bottom,-7,0,0,0.0374
3,bottom,-7,0,1,0.0381
3,bottom,-7,0,2,0.0381
3,bottom,-7,0,3,0.0389
3,bottom,-7,0,4,0.0381
3,bottom,-7,0,5,0.0389
3,bottom,-7,0,6,0.0389
3,bottom,-7,0,7,0.0396
3,bottom,-7,1,0,0.0356
3,bottom,-7,1,1,0.0363
3,bottom,-7,1,2,0.0363
3,bottom,-7,1,3,0.037
3,bottom,-7,1,4,0.0363
3,bottom,-7,1,5,0.037
3,bottom,-7,1,6,0.037
3,bottom,-7,1,7,0.0378
3,bottom,-7,2,0,0.034
3,bottom,-7,2,1,0.0346
3,bottom,-7,2,2,0.0346
3,bottom,-7,2,3,0.0353
3,bottom,-7,2,4,0.0346
3,bottom,-7,2,5,0.0353
3,bottom,-7,2,6,0.0353
3,bottom,-7,2,7,0.036
3,bottom,-6,0,0,0.0623
3,bottom,-6,0,1,0.0634
3,bottom,-6,0,2,0.0634
3,bottom,-6,0,3,0.0646
3,bottom,-6,0,4,0.0634
3,bottom,-6,0,5,0.0646
3,bottom,-6,0,6,0.0646
3,bottom,-6,0,7,0.0659
3,bottom,-6,1,0,0.0594
3,bottom,-6,1,1,0.0605
3,bottom,-6,1,2,0.0605
3,bottom,-6,1,3,0.0617
3,bottom,-6,1,4,0.0605
3,bottom,-6,1,5,0.0617
3,bottom,-6,1,6,0.0617
3,bottom,-6,1,7,0.0629
3,bottom,-6,2,0,0.0567
3,bottom,-6,2,1,0.0578
3,bottom,-6,2,2,0.0578
3,bottom,-6,2,3,0.0589
3,bottom,-6,2,4,0.0578
3,bottom,-6,2,5,0.0589
3,bottom,-6,2,6,0.0589
3,bottom,-6,2,7,0.06
3,bottom,-5,0,0,0.0998
3,bottom,-5,0,1,0.1016
3,bottom,-5,0,2,0.1016
3,bottom,-5,0,3,0.1034
3,bottom,-5,0,4,0.1016
3,bottom,-5,0,5,0.1034
3,bottom,-5,0,6,0.1034
3,bottom,-5,0,7,0.1053
3,bottom,-5,1,0,0.0953
3,bottom,-5,1,1,0.0971
3,bottom,-5,1,2,0.0971
3,bottom,-5,1,3,0.0989
3,bottom,-5,1,4,0.0971
3,bottom,-5,1,5,0.0989
3,bottom,-5,1,6,0.0989
3,bottom,-5,1,7,0.1007
3,bottom,-5,2,0,0.0911
3,bottom,-5,2,1,0.0928
3,bottom,-5,2,2,0.0928
3,bottom,-5,2,3,0.0945
3,bottom,-5,2,4,0.0928
3,bottom,-5,2,5,0.0945
3,bottom,-5,2,6,0.0945
3,bottom,-5,2,7,0.0962
3,bottom,-4,0,0,0.1529
3,bottom,-4,0,1,0.1555
3,bottom,-4,0,2,0.1555
3,bottom,-4,0,3,0.1582
3,bottom,-4,0,4,0.1555
3,bottom,-4,0,5,0.1582
3,bottom,-4,0,6,0.1582
3,bottom,-4,0,7,0.1608
3,bottom,-4,1,0,0.1465
3,bottom,-4,1,1,0.1491
3,bottom,-4,1,2,0.1491
3,bottom,-4,1,3,0.1516
3,bottom,-4,1,4,0.1491
3,bottom,-4,1,5,0.1516
3,bottom,-4,1,6,0.1516
3,bottom,-4,1,7,0.1542
3,bottom,-4,2,0,0.1404
3,bottom,-4,2,1,0.1428
3,bottom,-4,2,2,0.1428
3,bottom,-4,2,3,0.1453
3,bottom,-4,2,4,0.1428
3,bottom,-4,2,5,0.1453
3,bottom,-4,2,6,0.1453
3,bottom,-4,2,7,0.1478
3,bottom,-3,0,0,0.223
3,bottom,-3,0,1,0.2265
3,bottom,-3,0,2,0.2265
3,bottom,-3,0,3,0.2301
3,bottom,-3,0,4,0.2265
3,bottom,-3,0,5,0.2301
3,bottom,-3,0,6,0.2301
3,bottom,-3,0,7,0.2336
3,bottom,-3,1,0,0.2145
3,bottom,-3,1,1,0.2179
3,bottom,-3,1,2,0.2179
3,bottom,-3,1,3,0.2213
3,bottom,-3,1,4,0.2179
3,bottom,-3,1,5,0.2213
3,bottom,-3,1,6,0.2213
3,bottom,-3,1,7,0.2248
3,bottom,-3,2,0,0.2062
3,bottom,-3,2,1,0.2095
3,bottom,-3,2,2,0.2095
3,bottom,-3,2,3,0.2128
3,bottom,-3,2,4,0.2095
3,bottom,-3,2,5,0.2128
3,bottom,-3,2,6,0.2128
3,bottom,-3,2,7,0.2162
3,bottom,-2,0,0,0.3083
3,bottom,-2,0,1,0.3126
3,bottom,-2,0,2,0.3126
3,bottom,-2,0,3,0.3169
3,bottom,-2,0,4,0.3126
3,bottom,-2,0,5,0.3169
3,bottom,-2,0,6,0.3169
3,bottom,-2,0,7,0.3213
3,bottom,-2,1,0,0.2978
3,bottom,-2,1,1,0.302
3,bottom,-2,1,2,0.302
3,bottom,-2,1,3,0.3062
3,bottom,-2,1,4,0.302
3,bottom,-2,1,5,0.3062
3,bottom,-2,1,6,0.3062
3,bottom,-2,1,7,0.3105
3,bottom,-2,2,0,0.2874
3,bottom,-2,2,1,0.2915
3,bottom,-2,2,2,0.2915
3,bottom,-2,2,3,0.2957
3,bottom,-2,2,4,0.2915
3,bottom,-2,2,5,0.2957
3,bottom,-2,2,6,0.2957
3,bottom,-2,2,7,0.2999
3,bottom,-1,0,0,0.4032
3,bottom,-1,0,1,0.4081
3,bottom,-1,0,2,0.4081
3,bottom,-1,0,3,0.4129
3,bottom,-1,0,4,0.4081
3,bottom,-1,0,5,0.4129
3,bottom,-1,0,6,0.4129
3,bottom,-1,0,7,0.4178
3,bottom,-1,1,0,0.3913
3,bottom,-1,1,1,0.396
3,bottom,-1,1,2,0.396
3,bottom,-1,1,3,0.4008
3,bottom,-1,1,4,0.396
3,bottom,-1,1,5,0.4008
3,bottom,-1,1,6,0.4008
3,bottom,-1,1,7,0.4056
3,bottom,-1,2,0,0.3794
3,bottom,-1,2,1,0.3841
3,bottom,-1,2,2,0.3841
3,bottom,-1,2,3,0.3889
3,bottom,-1,2,4,0.3841
3,bottom,-1,2,5,0.3889
3,bottom,-1,2,6,0.3889
3,bottom,-1,2,7,0.3936
3,bottom,0,0,0,0.5
3,bottom,0,0,1,0.505
3,bottom,0,0,2,0.505
3,bottom,0,0,3,0.51
3,bottom,0,0,4,0.505
3,bottom,0,0,5,0.51
3,bottom,0,0,6,0.51
3,bottom,0,0,7,0.515
3,bottom,0,1,0,0.4875
3,bottom,0,1,1,0.4925
3,bottom,0,1,2,0.4925
3,bottom,0,1,3,0.4975
3,bottom,0,1,4,0.4925
3,bottom,0,1,5,0.4975
3,bottom,0,1,6,0.4975
3,bottom,0,1,7,0.5025
3,bottom,0,2,0,0.475
3,bottom,0,2,1,0.48
3,bottom,0,2,2,0.48
3,bottom,0,2,3,0.485
3,bottom,0,2,4,0.48
3,bottom,0,2,5,0.485
3,bottom,0,2,6,0.485
3,bottom,0,2,7,0.49
3,bottom,1,0,0,0.591
3,bottom,1,0,1,0.5958
3,bottom,1,0,2,0.5958
3,bottom,1,0,3,0.6006
3,bottom,1,0,4,0.5958
3,bottom,1,0,5,0.6006
3,bottom,1,0,6,0.6006
3,bottom,1,0,7,0.6054
3,bottom,1,1,0,0.5788
3,bottom,1,1,1,0.5837
3,bottom,1,1,2,0.5837
3,bottom,1,1,3,0.5886
3,bottom,1,1,4,0.5837
3,bottom,1,1,5,0.5886
3,bottom,1,1,6,0.5886
3,bottom,1,1,7,0.5934
3,bottom,1,2,0,0.5666
3,bottom,1,2,1,0.5715
3,bottom,1,2,2,0.5715
3,bottom,1,2,3,0.5764
3,bottom,1,2,4,0.5715
3,bottom,1,2,5,0.5764
3,bottom,1,2,6,0.5764
3,bottom,1,2,7,0.5813
3,bottom,2,0,0,0.6708
3,bottom,2,0,1,0.6752
3,bottom,2,0,2,0.6752
3,bottom,2,0,3,0.6796
3,bottom,2,0,4,0.6752
3,bottom,2,0,5,0.6796
3,bottom,2,0,6,0.6796
3,bottom,2,0,7,0.684
3,bottom,2,1,0,0.6597
3,bottom,2,1,1,0.6642
3,bottom,2,1,2,0.6642
3,bottom,2,1,3,0.6686
3,bottom,2,1,4,0.6642
3,bottom,2,1,5,0.6686
3,bottom,2,1,6,0.6686
3,bottom,2,1,7,0.673
3,bottom,2,2,0,0.6484
3,bottom,2,2,1,0.6529
3,bottom,2,2,2,0.6529
3,bottom,2,2,3,0.6575
3,bottom,2,2,4,0.6529
3,bottom,2,2,5,0.6575
3,bottom,2,2,6,0.6575
3,bottom,2,2,7,0.662
3,bottom,3,0,0,0.7373
3,bottom,3,0,1,0.7412
3,bottom,3,0,2,0.7412
3,bottom,3,0,3,0.745
3,bottom,3,0,4,0.7412
3,bottom,3,0,5,0.745
3,bottom,3,0,6,0.745
3,bottom,3,0,7,0.7488
3,bottom,3,1,0,0.7275
3,bottom,3,1,1,0.7315
3,bottom,3,1,2,0.7315
3,bottom,3,1,3,0.7354
3,bottom,3,1,4,0.7315
3,bottom,3,1,5,0.7354
3,bottom,3,1,6,0.7354
3,bottom,3,1,7,0.7392
3,bottom,3,2,0,0.7175
3,bottom,3,2,1,0.7215
3,bottom,3,2,2,0.7215
3,bottom,3,2,3,0.7255
3,bottom,3,2,4,0.7215
3,bottom,3,2,5,0.7255
3,bottom,3,2,6,0.7255
3,bottom,3,2,7,0.7295
3,bottom,4,0,0,0.7905
3,bottom,4,0,1,0.7938
3,bottom,4,0,2,0.7938
3,bottom,4,0,3,0.7971
3,bottom,4,0,4,0.7938
3,bottom,4,0,5,0.7971
3,bottom,4,0,6,0.7971
3,bottom,4,0,7,0.8003
3,bottom,4,1,0,0.7821
3,bottom,4,1,1,0.7855
3,bottom,4,1,2,0.7855
3,bottom,4,1,3,0.7888
3,bottom,4,1,4,0.7855
3,bottom,4,1,5,0.7888
3,bottom,4,1,6,0.7888
3,bottom,4,1,7,0.7922
3,bottom,4,2,0,0.7735
3,bottom,4,2,1,0.777
3,bottom,4,2,2,0.777
3,bottom,4,2,3,0.7804
3,bottom,4,2,4,0.777
3,bottom,4,2,5,0.7804
3,bottom,4,2,6,0.7804
3,bottom,4,2,7,0.7838
3,bottom,5,0,0,0.832
3,bottom,5,0,1,0.8348
3,bottom,5,0,2,0.8348
3,bottom,5,0,3,0.8375
3,bottom,5,0,4,0.8348
3,bottom,5,0,5,0.8375
3,bottom,5,0,6,0.8375
3,bottom,5,0,7,0.8402
3,bottom,5,1,0,0.8249
3,bottom,5,1,1,0.8278
3,bottom,5,1,2,0.8278
3,bottom,5,1,3,0.8306
3,bottom,5,1,4,0.8278
3,bottom,5,1,5,0.8306
3,bottom,5,1,6,0.8306
3,bottom,5,1,7,0.8334
3,bottom,5,2,0,0.8176
3,bottom,5,2,1,0.8205
3,bottom,5,2,2,0.8205
3,bottom,5,2,3,0.8235
3,bottom,5,2,4,0.8205
3,bottom,5,2,5,0.8235
3,bottom,5,2,6,0.8235
3,bottom,5,2,7,0.8264
3,bottom,6,0,0,0.8639
3,bottom,6,0,1,0.8662
3,bottom,6,0,2,0.8662
3,bottom,6,0,3,0.8685
3,bottom,6,0,4,0.8662
3,bottom,6,0,5,0.8685
3,bottom,6,0,6,0.8685
3,bottom,6,0,7,0.8708
3,bottom,6,1,0,0.8579
3,bottom,6,1,1,0.8603
3,bottom,6,1,2,0.8603
3,bottom,6,1,3,0.8627
3,bottom,6,1,4,0.8603
3,bottom,6,1,5,0.8627
3,bottom,6,1,6,0.8627
3,bottom,6,1,7,0.8651
3,bottom,6,2,0,0.8517
3,bottom,6,2,1,0.8542
3,bottom,6,2,2,0.8542
3,bottom,6,2,3,0.8567
3,bottom,6,2,4,0.8542
3,bottom,6,2,5,0.8567
3,bottom,6,2,6,0.8567
3,bottom,6,2,7,0.8591
3,bottom,7,0,0,0.8882
3,bottom,7,0,1,0.8901
3,bottom,7,0,2,0.8901
3,bottom,7,0,3,0.8921
3,bottom,7,0,4,0.8901
3,bottom,7,0,5,0.8921
3,bottom,7,0,6,0.8921
3,bottom,7,0,7,0.894
3,bottom,7,1,0,0.8831
3,bottom,7,1,1,0.8851
3,bottom,7,1,2,0.8851
3,bottom,7,1,3,0.8872
3,bottom,7,1,4,0.8851
3,bottom,7,1,5,0.8872
3,bottom,7,1,6,0.8872
3,bottom,7,1,7,0.8891
3,bottom,7,2,0,0.8778
3,bottom,7,2,1,0.88
3,bottom,7,2,2,0.88
3,bottom,7,2,3,0.8821
3,bottom,7,2,4,0.88
3,bottom,7,2,5,0.8821
3,bottom,7,2,6,0.8821
3,bottom,7,2,7,0.8841
3,bottom,8,0,0,0.9065
3,bottom,8,0,1,0.9082
3,bottom,8,0,2,0.9082
3,bottom,8,0,3,0.9099
3,bottom,8,0,4,0.9082
3,bottom,8,0,5,0.9099
3,bottom,8,0,6,0.9099
3,bottom,8,0,7,0.9115
3,bottom,8,1,0,0.9022
3,bottom,8,1,1,0.904
3,bottom,8,1,2,0.904
3,bottom,8,1,3,0.9057
3,bottom,8,1,4,0.904
3,bottom,8,1,5,0.9057
3,bottom,8,1,6,0.9057
3,bottom,8,1,7,0.9074
3,bottom,8,2,0,0.8977
3,bottom,8,2,1,0.8995
3,bottom,8,2,2,0.8995
3,bottom,8,2,3,0.9013
3,bottom,8,2,4,0.8995
3,bottom,8,2,5,0.9013
3,bottom,8,2,6,0.9013
3,bottom,8,2,7,0.9031
3,bottom,9,0,0,0.9204
3,bottom,9,0,1,0.9219
3,bottom,9,0,2,0.9219
3,bottom,9,0,3,0.9233
3,bottom,9,0,4,0.9219
3,bottom,9,0,5,0.9233
3,bottom,9,0,6,0.9233
3,bottom,9,0,7,0.9247
3,bottom,9,1,0,0.9167
3,bottom,9,1,1,0.9182
3,bottom,9,1,2,0.9182
3,bottom,9,1,3,0.9197
3,bottom,9,1,4,0.9182
3,bottom,9,1,5,0.9197
3,bottom,9,1,6,0.9197
3,bottom,9,1,7,0.9211
3,bottom,9,2,0,0.9128
3,bottom,9,2,1,0.9144
3,bottom,9,2,2,0.9144
3,bottom,9,2,3,0.9159
3,bottom,9,2,4,0.9144
3,bottom,9,2,5,0.9159
3,bottom,9,2,6,0.9159
3,bottom,9,2,7,0.9174
3,bottom,10,0,0,0.9309
3,bottom,10,0,1,0.9321
3,bottom,10,0,2,0.9321
3,bottom,10,0,3,0.9334
3,bottom,10,0,4,0.9321
3,bottom,10,0,5,0.9334
3,bottom,10,0,6,0.9334
3,bottom,10,0,7,0.9346
3,bottom,10,1,0,0.9276
3,bottom,10,1,1,0.9289
3,bottom,10,1,2,0.9289
3,bottom,10,1,3,0.9302
3,bottom,10,1,4,0.9289
3,bottom,10,1,5,0.9302
3,bottom,10,1,6,0.9302
3,bottom,10,1,7,0.9315
3,bottom,10,2,0,0.9241
3,bottom,10,2,1,0.9255
3,bottom,10,2,2,0.9255
3,bottom,10,2,3,0.9269
3,bottom,10,2,4,0.9255
3,bottom,10,2,5,0.9269
3,bottom,10,2,6,0.9269
3,bottom,10,2,7,0.9282
4,top,-10,0,0,0.0067
4,top,-10,0,1,0.0068
4,top,-10,0,2,0.0068
4,top,-10,0,3,0.007
4,top,-10,0,4,0.0068
4,top,-10,0,5,0.007
4,top,-10,0,6,0.007
4,top,-10,0,7,0.0071
4,top,-10,1,0,0.0064
4,top,-10,1,1,0.0065
4,top,-10,1,2,0.0065
4,top,-10,1,3,0.0066
4,top,-10,1,4,0.0065
4,top,-10,1,5,0.0066
4,top,-10,1,6,0.0066
4,top,-10,1,7,0.0068
4,top,-10,2,0,0.0061
4,top,-10,2,1,0.0062
4,top,-10,2,2,0.0062
4,top,-10,2,3,0.0063
4,top,-10,2,4,0.0062
4,top,-10,2,5,0.0063
4,top,-10,2,6,0.0063
4,top,-10,2,7,0.0064
4,top,-9,0,0,0.0122
4,top,-9,0,1,0.0125
4,top,-9,0,2,0.0125
4,top,-9,0,3,0.0127
4,top,-9,0,4,0.0125
4,top,-9,0,5,0.0127
4,top,-9,0,6,0.0127
4,top,-9,0,7,0.013
4,top,-9,1,0,0.0116
4,top,-9,1,1,0.0119
4,top,-9,1,2,0.0119
4,top,-9,1,3,0.0121
4,top,-9,1,4,0.0119
4,top,-9,1,5,0.0121
4,top,-9,1,6,0.0121
4,top,-9,1,7,0.0123
4,top,-9,2,0,0.0111
4,top,-9,2,1,0.0113
4,top,-9,2,2,0.0113
4,top,-9,2,3,0.0115
4,top,-9,2,4,0.0113
4,top,-9,2,5,0.0115
4,top,-9,2,6,0.0115
4,top,-9,2,7,0.0118
4,top,-8,0,0,0.0217
4,top,-8,0,1,0.0221
4,top,-8,0,2,0.0221
4,top,-8,0,3,0.0226
4,top,-8,0,4,0.0221
4,top,-8,0,5,0.0226
4,top,-8,0,6,0.0226
4,top,-8,0,7,0.023
4,top,-8,1,0,0.0207
4,top,-8,1,1,0.0211
4,top,-8,1,2,0.0211
4,top,-8,1,3,0.0215
4,top,-8,1,4,0.0211
4,top,-8,1,5,0.0215
4,top,-8,1,6,0.0215
4,top,-8,1,7,0.0219
4,top,-8,2,0,0.0197
4,top,-8,2,1,0.0201
4,top,-8,2,2,0.0201
4,top,-8,2,3,0.0205
4,top,-8,2,4,0.0201
4,top,-8,2,5,0.0205
4,top,-8,2,6,0.0205
4,top,-8,2,7,0.0209
4,top,-7,0,0,0.0374
4,top,-7,0,1,0.0381
4,top,-7,0,2,0.0381
4,top,-7,0,3,0.0389
4,top,-7,0,4,0.0381
4,top,-7,0,5,0.0389
4,top,-7,0,6,0.0389
4,top,-7,0,7,0.0396
4,top,-7,1,0,0.0356
4,top,-7,1,1,0.0363
4,top,-7,1,2,0.0363
4,top,-7,1,3,0.037
4,top,-7,1,4,0.0363
4,top,-7,1,5,0.037
4,top,-7,1,6,0.037
4,top,-7,1,7,0.0378
4,top,-7,2,0,0.034
4,top,-7,2,1,0.0346
4,top,-7,2,2,0.0346
4,top,-7,2,3,0.0353
4,top,-7,2,4,0.0346
4,top,-7,2,5,0.0353
4,top,-7,2,6,0.0353
4,top,-7,2,7,0.036
4,top,-6,0,0,0.0623
4,top,-6,0,1,0.0634
4,top,-6,0,2,0.0634
4,top,-6,0,3,0.0646
4,top,-6,0,4,0.0634
4,top,-6,0,5,0.0646
4,top,-6,0,6,0.0646
4,top,-6,0,7,0.0659
4,top,-6,1,0,0.0594
4,top,-6,1,1,0.0605
4,top,-6,1,2,0.0605
4,top,-6,1,3,0.0617
4,top,-6,1,4,0.0605
4,top,-6,1,5,0.0617
4,top,-6,1,6,0.0617
4,top,-6,1,7,0.0629
4,top,-6,2,0,0.0567
4,top,-6,2,1,0.0578
4,top,-6,2,2,0.0578
4,top,-6,2,3,0.0589
4,top,-6,2,4,0.0578
4,top,-6,2,5,0.0589
4,top,-6,2,6,0.0589
